sr_no,total_sqft,bath,price,site_location,bhk
9264,1750.0,3.0,84.0,Satara Road,3
9265,1070.0,2.0,55.0,Satara Road,2
9266,1743.0,3.0,85.0,Satara Road,3
9267,1550.0,3.0,110.0,Satara Road,3
9268,950.0,1.0,50.0,Satara Road,1
9269,2200.0,2.0,62.0,Satara Road,2
9270,1139.0,2.0,56.85,Satara Road,2
9271,1153.0,2.0,48.5,Satara Road,2
9272,1370.0,2.0,75.0,Satara Road,3
9273,1450.0,2.0,58.0,Satara Road,2
9274,1365.0,2.0,73.0,Satara Road,2
9275,1570.0,3.0,105.0,Satara Road,3
9276,1000.0,4.0,75.0,Satara Road,4
9277,1600.0,3.0,160.0,Satara Road,3
9278,3126.0,4.0,120.0,Satara Road,4
9279,1200.0,3.0,120.0,Satara Road,3
9280,1141.0,2.0,49.0,Satara Road,2
9281,4000.0,4.0,220.0,Satara Road,4
9282,1500.0,3.0,100.0,Satara Road,3
9283,1530.0,2.0,97.0,Satara Road,3
9284,669.0,1.0,36.85,Satara Road,1
9285,1645.0,3.0,117.0,Satara Road,3
9286,2320.0,3.0,170.0,Satara Road,3
9287,1140.0,2.0,33.06,Satara Road,2
9288,1342.0,2.0,115.0,Satara Road,2
9289,1254.0,2.0,70.0,Satara Road,3
9290,1180.0,2.0,40.0,Satara Road,2
9291,1341.0,2.0,75.76,Satara Road,2
9292,1360.0,2.0,85.0,Satara Road,3
9293,1006.0,2.0,57.0,Satara Road,2
9294,870.0,2.0,65.0,Satara Road,2
9295,2010.0,3.0,125.0,Satara Road,4
9296,1200.0,2.0,60.0,Satara Road,2
9297,1000.0,2.0,53.0,Satara Road,2
9298,2800.0,7.0,250.0,Satara Road,7
9299,1100.0,2.0,52.0,Satara Road,3
9300,2197.0,3.0,136.0,Satara Road,3
9301,1650.0,3.0,101.0,Satara Road,3
9302,1549.0,3.0,80.0,Satara Road,3
9303,1200.0,7.0,95.0,Satara Road,9
9304,1350.0,2.0,75.0,Satara Road,3
9305,1050.0,2.0,47.25,Satara Road,2
9306,1025.0,2.0,42.5,Satara Road,2
9307,525.0,1.0,27.5,Satara Road,1
9308,1830.0,3.0,88.0,Satara Road,3
9309,1060.0,2.0,48.0,Satara Road,2
9310,1035.0,2.0,49.0,Satara Road,2
9311,875.0,2.0,40.0,Satara Road,3
9312,1088.0,2.0,48.0,Satara Road,2
9313,1200.0,2.0,54.0,Satara Road,2
9314,1125.0,2.0,36.94,Satara Road,2
9315,1100.0,2.0,32.0,Satara Road,2
9316,1779.0,3.0,90.0,Satara Road,3
9317,1645.0,3.0,117.0,Satara Road,3
9318,2330.0,3.0,94.71,Satara Road,4
9319,775.0,1.0,39.0,Satara Road,1
9320,940.0,2.0,56.0,Satara Road,2
9321,400.0,1.0,11.5,Satara Road,1
9322,957.0,2.0,54.5,Satara Road,2
9323,770.0,1.0,70.0,Satara Road,2
9324,1170.0,2.0,59.0,Satara Road,2
9325,1770.0,4.0,68.0,Satara Road,3
9326,1470.0,3.0,54.0,Satara Road,3
9327,1800.0,3.0,53.0,Satara Road,3
9328,400.0,1.0,11.5,Satara Road,1
9329,1816.0,3.0,119.0,Satara Road,3
9330,1290.0,2.0,85.0,Satara Road,2
9331,1555.0,3.0,100.0,Satara Road,3
9332,1441.0,2.0,95.0,Satara Road,3
9333,900.0,2.0,35.0,Satara Road,2
9334,1060.0,2.0,46.0,Satara Road,2
9335,1270.0,2.0,55.25,Satara Road,3
9336,1007.0,2.0,64.0,Satara Road,2
9337,1128.0,2.0,65.45,Satara Road,2
9338,4025.0,6.0,350.0,Satara Road,4
9339,1500.0,2.0,90.0,Satara Road,2
9340,1310.0,2.0,70.0,Satara Road,3
9341,1410.0,2.0,73.0,Satara Road,2
9342,3500.0,4.0,150.0,Satara Road,4
9343,890.0,2.0,45.0,Satara Road,2
9344,1091.0,2.0,40.0,Satara Road,2
9345,3535.0,4.0,215.0,Satara Road,4
9346,1275.0,2.0,88.0,Satara Road,3
9347,1573.0,3.0,90.0,Satara Road,3
9348,3300.0,4.0,135.0,Satara Road,4
9349,5100.0,7.0,225.0,Satara Road,6
9350,1125.0,2.0,32.49,Satara Road,2
9351,2282.0,4.0,115.0,Satara Road,4
9352,2145.0,3.0,170.0,Satara Road,3
9353,1275.0,2.0,55.0,Satara Road,2
9354,793.0,1.0,40.0,Satara Road,1
9355,2375.0,4.0,189.0,Satara Road,4
9356,1190.0,2.0,42.0,Satara Road,2
9357,1200.0,4.0,120.0,Satara Road,4
9358,1026.0,2.0,60.8,Satara Road,2
9359,5656.0,5.0,499.0,Satara Road,3
9360,1190.0,2.0,46.41,Satara Road,2
9361,1200.0,2.0,47.0,Satara Road,2
9362,1092.0,2.0,44.0,Satara Road,2
9363,1310.0,3.0,63.25,Satara Road,3
9364,1495.0,2.0,78.0,Satara Road,2
9365,2872.0,4.0,183.0,Satara Road,4
9366,1590.0,3.0,57.0,Satara Road,3
9367,460.0,1.0,22.0,Senapati Bapat Road,2
9368,1550.0,3.0,65.0,Senapati Bapat Road,3
9369,913.0,2.0,32.0,Senapati Bapat Road,2
9370,1205.0,2.0,66.0,Senapati Bapat Road,2
9371,850.0,2.0,30.0,Senapati Bapat Road,2
9372,656.0,2.0,25.0,Senapati Bapat Road,2
9373,1100.0,2.0,58.0,Senapati Bapat Road,3
9374,2280.0,4.0,126.0,Senapati Bapat Road,3
9375,1691.0,3.0,113.0,Senapati Bapat Road,3
9376,400.0,1.0,11.0,Senapati Bapat Road,1
9377,4200.0,5.0,225.0,Senapati Bapat Road,5
9378,1357.0,2.0,115.0,Senapati Bapat Road,2
9379,1621.0,4.0,130.0,Senapati Bapat Road,3
9380,1200.0,2.0,40.0,Senapati Bapat Road,2
9381,982.0,2.0,47.65,Senapati Bapat Road,2
9382,1694.0,2.0,125.0,Senapati Bapat Road,2
9383,3430.0,6.0,228.5,Senapati Bapat Road,4
9384,1125.0,2.0,62.0,Senapati Bapat Road,2
9385,2160.0,4.0,172.0,Senapati Bapat Road,3
9386,1699.0,3.0,97.0,Senapati Bapat Road,3
9387,3067.0,4.0,230.0,Senapati Bapat Road,4
9388,1200.0,2.0,78.0,Senapati Bapat Road,2
9389,1430.0,2.0,56.0,Senapati Bapat Road,3
9390,2856.0,5.0,145.5,Senapati Bapat Road,4
9391,1374.0,2.0,72.0,Senapati Bapat Road,3
9392,3366.0,4.0,120.0,Senapati Bapat Road,4
9393,1243.0,2.0,46.0,Senapati Bapat Road,2
9394,900.0,2.0,45.0,Senapati Bapat Road,2
9395,3385.0,4.0,260.0,Senapati Bapat Road,4
9396,1200.0,2.0,79.0,Senapati Bapat Road,2
9397,1700.0,3.0,75.0,Senapati Bapat Road,3
9398,1410.0,2.0,52.17,Senapati Bapat Road,3
9399,1884.0,4.0,120.0,Senapati Bapat Road,4
9400,726.0,2.0,35.0,Senapati Bapat Road,2
9401,937.0,2.0,44.0,Senapati Bapat Road,2
9402,2372.0,3.0,140.0,Senapati Bapat Road,3
9403,3900.0,5.0,360.0,Senapati Bapat Road,4
9404,1300.0,2.0,39.0,Senapati Bapat Road,3
9405,2200.0,4.0,105.0,Senapati Bapat Road,3
9406,1094.0,2.0,44.0,Senapati Bapat Road,2
9407,950.0,2.0,45.68,Senapati Bapat Road,2
9408,2400.0,3.0,190.0,Senapati Bapat Road,3
9409,1750.0,3.0,99.0,Senapati Bapat Road,3
9410,1090.0,2.0,59.8,Senapati Bapat Road,2
9411,1004.0,2.0,49.0,Senapati Bapat Road,2
9412,1339.0,2.0,71.5,Senapati Bapat Road,2
9413,1350.0,2.0,63.0,Senapati Bapat Road,3
9414,1200.0,3.0,70.0,Senapati Bapat Road,3
9415,1260.0,2.0,47.88,Senapati Bapat Road,2
9416,2000.0,4.0,75.0,Senapati Bapat Road,4
9417,1026.0,2.0,49.95,Senapati Bapat Road,2
9418,995.0,2.0,42.0,Senapati Bapat Road,2
9419,1040.0,2.0,37.0,Senapati Bapat Road,2
9420,1260.0,4.0,65.0,Senapati Bapat Road,4
9421,1475.0,2.0,58.99,Senapati Bapat Road,3
9422,1020.0,2.0,48.0,Senapati Bapat Road,2
9423,1405.0,3.0,48.87,Senapati Bapat Road,3
9424,1220.0,3.0,36.6,Senapati Bapat Road,3
9425,700.0,1.0,38.0,Senapati Bapat Road,1
9426,1150.0,2.0,58.0,Senapati Bapat Road,2
9427,1385.0,2.0,68.5,Senapati Bapat Road,3
9428,980.0,2.0,38.19,Senapati Bapat Road,2
9429,1395.0,3.0,82.0,Senapati Bapat Road,3
9430,1160.0,2.0,49.0,Senapati Bapat Road,2
9431,1000.0,2.0,29.95,Senapati Bapat Road,2
9432,1200.0,2.0,52.0,Senapati Bapat Road,2
9433,1533.0,3.0,98.18,Senapati Bapat Road,3
9434,1656.0,3.0,75.0,Senapati Bapat Road,3
9435,1697.0,3.0,110.0,Senapati Bapat Road,3
9436,1284.0,2.0,75.0,Senapati Bapat Road,3
9437,1200.0,2.0,60.0,Senapati Bapat Road,2
9438,780.0,2.0,72.0,Senapati Bapat Road,2
9439,1000.0,2.0,48.0,Senapati Bapat Road,2
9440,1015.0,2.0,40.1,Senapati Bapat Road,2
9441,666.0,1.0,36.8,Senapati Bapat Road,1
9442,460.0,1.0,13.0,Senapati Bapat Road,1
9443,1181.0,2.0,57.0,Senapati Bapat Road,2
9444,2646.0,3.0,99.0,Senapati Bapat Road,3
9445,450.0,1.0,15.0,Senapati Bapat Road,1
9446,1365.0,3.0,76.18,Senapati Bapat Road,3
9447,1609.0,3.0,115.0,Senapati Bapat Road,3
9448,1680.0,3.0,125.0,Senapati Bapat Road,3
9449,1115.0,2.0,50.0,Senapati Bapat Road,2
9450,1757.0,3.0,98.0,Senapati Bapat Road,3
9451,1319.0,3.0,37.75,Senapati Bapat Road,3
9452,1495.0,3.0,60.0,Senapati Bapat Road,3
9453,5384.0,5.0,420.0,Senapati Bapat Road,5
9454,1100.0,2.0,48.0,Senapati Bapat Road,2
9455,1250.0,2.0,55.0,Senapati Bapat Road,2
9456,1254.0,2.0,70.0,Senapati Bapat Road,3
9457,1157.0,2.0,72.0,Senapati Bapat Road,3
9458,612.5,1.0,27.565,Senapati Bapat Road,1
9459,1150.0,2.0,42.0,Senapati Bapat Road,2
9460,5400.0,4.0,250.0,Senapati Bapat Road,4
9461,3000.0,4.0,235.0,Senapati Bapat Road,4
9462,1346.0,2.0,74.03,Senapati Bapat Road,2
9463,1990.0,3.0,98.0,Senapati Bapat Road,3
9464,1102.0,2.0,53.67,Senapati Bapat Road,2
9465,1222.0,2.0,68.0,Senapati Bapat Road,3
9466,1135.0,2.0,58.0,Senapati Bapat Road,2
9467,1277.0,2.0,77.0,Senapati Bapat Road,2
9468,1139.7,2.0,45.0,Senapati Bapat Road,2
9469,1639.5,3.0,92.63,Senapati Bapat Road,3
9470,760.0,2.0,37.49,Senapati Bapat Road,2
9471,1220.0,2.0,89.0,Senapati Bapat Road,2
9472,675.0,1.0,35.0,Senapati Bapat Road,1
9473,1750.0,3.0,120.0,Senapati Bapat Road,3
9474,800.0,2.0,60.0,Senapati Bapat Road,3
9475,1920.0,3.0,122.0,Senapati Bapat Road,3
9476,1400.0,2.0,78.0,Senapati Bapat Road,3
9477,1321.0,2.0,40.0,Senapati Bapat Road,3
9478,1284.0,2.0,53.36,Senapati Bapat Road,2
9479,1844.0,3.0,89.0,Senapati Bapat Road,3
9480,1314.0,2.0,80.0,Senapati Bapat Road,2
9481,1160.0,2.0,42.0,Senapati Bapat Road,2
9482,890.0,2.0,37.0,Senapati Bapat Road,2
9483,1500.0,2.0,82.0,Senapati Bapat Road,3
9484,1486.0,2.0,65.0,Senapati Bapat Road,3
9485,2215.0,4.0,152.0,Senapati Bapat Road,3
9486,4400.0,6.0,250.0,Shaniwar Peth,6
9487,1500.0,3.0,100.0,Shaniwar Peth,3
9488,1868.0,3.0,131.0,Shaniwar Peth,3
9489,1075.0,2.0,60.0,Shaniwar Peth,2
9490,1020.0,2.0,63.0,Shaniwar Peth,2
9491,1780.0,4.0,175.0,Shaniwar Peth,4
9492,1200.0,3.0,46.0,Shaniwar Peth,3
9493,1341.0,2.0,97.0,Shaniwar Peth,2
9494,1075.0,3.0,36.0,Shaniwar Peth,3
9495,1047.0,2.0,82.0,Shaniwar Peth,2
9496,1600.0,3.0,75.0,Shaniwar Peth,3
9497,1200.0,3.0,68.4,Shaniwar Peth,3
9498,1610.0,3.0,90.0,Shaniwar Peth,3
9499,1700.0,2.0,150.0,Shaniwar Peth,2
9500,600.0,3.0,75.0,Shaniwar Peth,3
9501,1100.0,2.0,37.1,Shaniwar Peth,2
9502,2200.0,4.0,235.0,Shaniwar Peth,4
9503,1296.0,2.0,75.0,Shaniwar Peth,2
9504,1200.0,2.0,67.0,Shaniwar Peth,2
9505,2025.0,4.0,109.0,Shaniwar Peth,4
9506,1161.0,2.0,55.15,Shaniwar Peth,2
9507,1929.0,4.0,103.0,Shaniwar Peth,3
9508,1233.0,2.0,77.65,Shaniwar Peth,2
9509,1060.0,2.0,55.0,Shaniwar Peth,2
9510,1660.0,3.0,75.0,Shaniwar Peth,3
9511,1065.0,2.0,50.0,Shaniwar Peth,2
9512,1754.0,3.0,124.0,Shaniwar Peth,3
9513,1150.0,2.0,54.0,Shaniwar Peth,2
9514,525.0,5.0,56.0,Shaniwar Peth,4
9515,1420.0,2.0,99.39,Shaniwar Peth,2
9516,1105.0,2.0,49.73,Shaniwar Peth,2
9517,794.0,1.0,60.0,Shaniwar Peth,1
9518,1700.0,3.0,90.0,Shaniwar Peth,3
9519,1370.0,2.0,75.0,Shaniwar Peth,3
9520,750.0,4.0,62.0,Shaniwar Peth,5
9521,1375.0,3.0,59.0,Shaniwar Peth,3
9522,1700.0,4.0,108.0,Shaniwar Peth,4
9523,1110.0,2.0,40.0,Shaniwar Peth,2
9524,1500.0,3.0,149.0,Shaniwar Peth,3
9525,1075.0,2.0,60.0,Shaniwar Peth,2
9526,1200.0,2.0,58.0,Shaniwar Peth,2
9527,1115.0,2.0,40.0,Shaniwar Peth,2
9528,1594.0,3.0,125.0,Shaniwar Peth,3
9529,1100.0,2.0,49.0,Shaniwar Peth,2
9530,600.0,3.0,85.0,Shaniwar Peth,2
9531,645.0,1.0,16.45,Shaniwar Peth,1
9532,1143.0,2.0,55.0,Shaniwar Peth,2
9533,1922.0,3.0,106.0,Shaniwar Peth,3
9534,1295.0,2.0,95.0,Shaniwar Peth,2
9535,940.0,2.0,49.0,Shaniwar Peth,2
9536,938.0,2.0,35.0,Shaniwar Peth,2
9537,1560.0,2.0,65.0,Shaniwar Peth,3
9538,1285.0,2.0,44.98,Shaniwar Peth,3
9539,1200.0,3.0,110.0,Shaniwar Peth,4
9540,1128.0,2.0,65.7,Shaniwar Peth,2
9541,2000.0,3.0,145.0,Shaniwar Peth,3
9542,1277.0,2.0,59.0,Shaniwar Peth,2
9543,1500.0,8.0,150.0,Shaniwar Peth,8
9544,1173.0,2.0,45.75,Shaniwar Peth,3
9545,2400.0,5.0,285.0,Shaniwar Peth,5
9546,929.0,2.0,56.0,Shaniwar Peth,2
9547,1678.0,3.0,92.13,Shaniwar Peth,3
9548,1198.0,2.0,54.0,Shaniwar Peth,2
9549,1012.0,2.0,64.0,Shaniwar Peth,2
9550,937.0,2.0,30.0,Shaniwar Peth,2
9551,1404.0,2.0,53.35,Shaniwar Peth,3
9552,990.0,2.0,35.0,Shaniwar Peth,2
9553,1200.0,2.0,100.0,Shaniwar Peth,3
9554,2000.0,3.0,105.0,Shaniwar Peth,3
9555,1484.0,2.0,65.0,Shaniwar Peth,3
9556,1457.0,3.0,85.0,Shaniwar Peth,3
9557,1100.0,2.0,68.0,Shaniwar Peth,2
9558,1278.0,2.0,59.0,Shaniwar Peth,3
9559,1250.0,2.0,47.0,Shaniwar Peth,2
9560,870.0,2.0,38.0,Shaniwar Peth,2
9561,2600.0,3.0,199.0,Shaniwar Peth,3
9562,1000.0,2.0,40.0,Shaniwar Peth,2
9563,1194.0,2.0,47.0,Shaniwar Peth,2
9564,1183.0,2.0,77.25,Shaniwar Peth,2
9565,3293.0,5.0,425.0,Shaniwar Peth,4
9566,900.0,2.0,128.0,Shaniwar Peth,2
9567,1550.0,3.0,64.7,Shaniwar Peth,3
9568,1161.0,2.0,36.69,Shaniwar Peth,2
9569,1000.0,2.0,55.0,Shaniwar Peth,2
9570,1364.0,2.0,64.79,Shaniwar Peth,2
9571,770.0,1.0,35.0,Shaniwar Peth,2
9572,1310.0,3.0,63.22,Shaniwar Peth,3
9573,2065.5,4.0,91.915,Shaniwar Peth,4
9574,1325.0,2.0,47.0,Shaniwar Peth,3
9575,1057.0,2.0,30.0,Shaniwar Peth,2
9576,1825.0,3.0,145.0,Shaniwar Peth,3
9577,1027.0,2.0,44.0,Shaniwar Peth,2
9578,991.0,2.0,64.0,Shaniwar Peth,2
9579,1738.0,2.0,57.35,Shaniwar Peth,2
9580,1180.0,2.0,72.0,Shaniwar Peth,2
9581,1187.0,2.0,38.0,Shaniwar Peth,2
9582,1450.0,2.0,90.0,Shaniwar Peth,2
9583,2040.0,3.0,114.0,Shaniwar Peth,3
9584,1179.0,2.0,51.0,Shaniwar Peth,2
9585,1322.0,2.0,70.0,Shaniwar Peth,2
9586,1170.0,2.0,53.11,Shaniwar Peth,2
9587,1070.0,2.0,55.0,Shaniwar Peth,2
9588,1720.0,3.0,224.0,Shaniwar Peth,3
9589,760.0,2.0,38.5,Shaniwar Peth,2
9590,1800.0,3.0,82.0,Shaniwar Peth,4
9591,1155.0,2.0,39.0,Shaniwar Peth,2
9592,1400.0,2.0,40.43,Shaniwar Peth,3
9593,1100.0,2.0,62.0,Shaniwar Peth,2
9594,1074.0,2.0,42.8,Shaniwar Peth,2
9595,5000.0,4.0,300.0,Shaniwar Peth,4
9596,2172.0,3.0,100.0,Shaniwar Peth,3
9597,1116.0,2.0,51.91,Shaniwar Peth,2
9598,1197.0,2.0,76.0,Shaniwar Peth,2
9599,3250.0,4.0,136.0,Shaniwar Peth,4
9600,960.0,5.0,130.0,Shaniwar Peth,9
9601,1814.0,3.0,63.0,Shaniwar Peth,3
9602,1085.0,2.0,34.2,Shaniwar Peth,2
9603,1400.0,2.0,40.44,Shaniwar Peth,3
9604,1570.0,3.0,68.0,Shaniwar Peth,3
9605,950.0,2.0,60.0,Shaniwar Peth,2
9606,350.0,3.0,45.0,Shaniwar Peth,4
9607,1260.0,2.0,100.0,Shaniwar Peth,2
9608,1200.0,6.0,85.0,Shaniwar Peth,6
9609,1900.0,3.0,85.0,Shaniwar Peth,3
9610,1173.0,2.0,78.2,Shaniwar Peth,2
9611,1425.0,1.0,54.0,Shaniwar Peth,3
9612,1667.0,3.0,130.0,Shaniwar Peth,3
9613,1660.0,2.0,105.0,Shivaji Nagar,3
9614,883.0,2.0,45.0,Shivaji Nagar,2
9615,930.0,2.0,39.0,Shivaji Nagar,2
9616,1100.0,2.0,50.0,Shivaji Nagar,2
9617,1056.0,2.0,80.0,Shivaji Nagar,2
9618,3385.0,5.0,260.0,Shivaji Nagar,4
9619,1279.0,2.0,77.0,Shivaji Nagar,2
9620,1282.0,2.0,87.0,Shivaji Nagar,2
9621,1315.0,2.0,54.8,Shivaji Nagar,3
9622,1225.0,2.0,55.11,Shivaji Nagar,2
9623,1484.0,3.0,52.5,Shivaji Nagar,3
9624,1140.0,2.0,43.0,Shivaji Nagar,2
9625,1330.0,2.0,71.0,Shivaji Nagar,2
9626,950.0,2.0,39.0,Shivaji Nagar,2
9627,1300.0,2.0,60.0,Shivaji Nagar,3
9628,1800.0,1.0,128.0,Shivaji Nagar,2
9629,1480.0,3.0,90.0,Shivaji Nagar,3
9630,1525.0,3.0,100.0,Shivaji Nagar,3
9631,1255.0,2.0,65.26,Shivaji Nagar,2
9632,1170.0,2.0,105.0,Shivaji Nagar,2
9633,1030.0,2.0,61.0,Shivaji Nagar,2
9634,1847.0,3.0,110.0,Shivaji Nagar,3
9635,1843.0,3.0,95.84,Shivaji Nagar,3
9636,1015.0,2.0,56.0,Shivaji Nagar,2
9637,1570.0,3.0,68.0,Shivaji Nagar,3
9638,1200.0,2.0,62.0,Shivaji Nagar,3
9639,1875.0,3.0,180.0,Shivaji Nagar,3
9640,1500.0,3.0,71.8,Shivaji Nagar,3
9641,1090.0,2.0,54.54,Shivaji Nagar,2
9642,1290.0,2.0,94.5,Shivaji Nagar,3
9643,1682.0,3.0,120.0,Shivaji Nagar,3
9644,1027.0,2.0,43.0,Shivaji Nagar,2
9645,1000.0,2.0,65.3,Shivaji Nagar,2
9646,1128.0,2.0,48.79,Shivaji Nagar,2
9647,1308.0,2.0,83.0,Shivaji Nagar,2
9648,1790.0,3.0,105.0,Shivaji Nagar,3
9649,2987.5,5.0,191.0,Shivaji Nagar,4
9650,2500.0,5.0,120.0,Shivaji Nagar,5
9651,3900.0,4.0,333.0,Shivaji Nagar,4
9652,1936.0,3.0,118.0,Shivaji Nagar,3
9653,965.0,2.0,67.0,Shivaji Nagar,2
9654,1098.0,2.0,74.0,Shivaji Nagar,2
9655,1280.0,2.0,80.0,Shivaji Nagar,2
9656,450.0,1.0,25.0,Shivaji Nagar,1
9657,1418.0,2.0,104.0,Shivaji Nagar,2
9658,850.0,2.0,35.0,Shivaji Nagar,2
9659,1236.0,2.0,61.33,Shivaji Nagar,2
9660,906.0,3.0,55.0,Shivaji Nagar,4
9661,1445.0,2.0,56.0,Shivaji Nagar,3
9662,1987.0,4.0,165.0,Shivaji Nagar,3
9663,3436.0,5.0,341.0,Shivaji Nagar,4
9664,1410.0,2.0,80.0,Shivaji Nagar,3
9665,1190.0,2.0,70.0,Shivaji Nagar,2
9666,1469.0,3.0,89.0,Shivaji Nagar,3
9667,1490.0,2.0,115.0,Shivaji Nagar,3
9668,1050.0,2.0,48.0,Shivaji Nagar,2
9669,845.0,2.0,43.0,Shivaji Nagar,2
9670,2225.0,3.0,149.0,Shivaji Nagar,3
9671,1232.0,2.0,66.0,Shivaji Nagar,2
9672,1800.0,4.0,68.0,Shivaji Nagar,5
9673,1194.0,2.0,47.0,Shivaji Nagar,2
9674,2400.0,2.0,180.0,Shivaji Nagar,3
9675,1540.0,3.0,90.0,Shivaji Nagar,3
9676,1040.0,2.0,50.0,Shivaji Nagar,2
9677,2400.0,6.0,98.0,Shivaji Nagar,6
9678,1120.0,2.0,50.0,Shivaji Nagar,2
9679,1595.0,3.0,120.0,Shivaji Nagar,3
9680,1820.0,3.0,150.0,Shivaji Nagar,3
9681,1655.0,2.0,62.89,Shivaji Nagar,3
9682,1250.0,2.0,110.0,Shivaji Nagar,2
9683,1652.0,3.0,110.0,Shivaji Nagar,3
9684,1174.0,2.0,47.0,Shivaji Nagar,2
9685,1050.0,2.0,75.0,Shivaji Nagar,2
9686,1200.0,2.0,86.0,Shivaji Nagar,2
9687,1633.0,2.0,72.0,Shivaji Nagar,2
9688,1300.0,2.0,78.0,Shivaji Nagar,2
9689,1180.0,2.0,59.47,Shivaji Nagar,2
9690,1076.0,2.0,50.0,Shivaji Nagar,2
9691,1861.0,3.0,92.0,Shivaji Nagar,3
9692,1220.0,2.0,63.0,Shivaji Nagar,2
9693,2600.0,3.0,195.0,Shivaji Nagar,3
9694,1680.0,3.0,122.0,Shivaji Nagar,3
9695,1489.0,2.0,101.0,Shivaji Nagar,2
9696,1626.0,3.0,85.0,Shivaji Nagar,3
9697,662.0,1.0,38.0,Shivaji Nagar,1
9698,1315.0,2.0,50.0,Shivaji Nagar,2
9699,1130.0,2.0,75.0,Shivaji Nagar,2
9700,1150.0,2.0,72.0,Shivaji Nagar,2
9701,1084.0,2.0,53.0,Shivaji Nagar,2
9702,2215.0,4.0,154.0,Shivaji Nagar,3
9703,1315.0,2.0,60.48,Shivaji Nagar,2
9704,1160.0,2.0,57.0,Shivaji Nagar,2
9705,1420.0,2.0,62.0,Shivaji Nagar,2
9706,1450.0,2.0,90.0,Shivaji Nagar,3
9707,2400.0,5.0,150.0,Shivaji Nagar,5
9708,3675.0,4.0,176.0,Shivaji Nagar,4
9709,1436.0,2.0,75.0,Shivaji Nagar,3
9710,1200.0,1.0,65.0,Shivaji Nagar,1
9711,1820.0,3.0,140.0,Shivaji Nagar,3
9712,1200.0,2.0,46.13,Shivaji Nagar,2
9713,1192.0,2.0,75.0,Shivaji Nagar,2
9714,644.0,1.0,32.0,Shivaji Nagar,1
9715,1050.0,2.0,43.0,Shivaji Nagar,2
9716,1152.0,2.0,55.0,Shivaji Nagar,2
9717,1400.0,3.0,98.0,Shivaji Nagar,3
9718,760.0,1.0,50.4,Shivaji Nagar,1
9719,2100.0,3.0,147.0,Shivaji Nagar,4
9720,1150.0,8.0,70.0,Shivaji Nagar,8
9721,1250.0,3.0,54.0,Shivaji Nagar,3
9722,1215.0,2.0,43.75,Shivaji Nagar,2
9723,1190.0,2.0,55.0,Shivaji Nagar,2
9724,1270.0,2.0,52.0,Shivaji Nagar,2
9725,3203.5,2.0,224.5,Shukrawar Peth,4
9726,400.0,1.0,14.0,Shukrawar Peth,1
9727,1380.0,2.0,60.0,Shukrawar Peth,2
9728,595.0,1.0,33.32,Shukrawar Peth,1
9729,1641.0,3.0,66.0,Shukrawar Peth,3
9730,2225.0,4.0,98.88,Shukrawar Peth,4
9731,1240.0,3.0,43.5,Shukrawar Peth,3
9732,1020.0,2.0,45.9,Shukrawar Peth,2
9733,1800.0,3.0,90.0,Shukrawar Peth,3
9734,2400.0,4.0,200.0,Shukrawar Peth,4
9735,600.0,5.0,60.0,Shukrawar Peth,4
9736,1143.0,2.0,38.65,Shukrawar Peth,2
9737,2500.0,3.0,135.0,Shukrawar Peth,3
9738,1560.0,2.0,66.0,Shukrawar Peth,3
9739,1600.0,2.0,80.0,Shukrawar Peth,3
9740,2800.0,2.0,200.0,Shukrawar Peth,3
9741,1570.0,3.0,64.5,Shukrawar Peth,3
9742,950.0,2.0,32.5,Shukrawar Peth,2
9743,500.0,1.0,20.0,Shukrawar Peth,1
9744,1003.0,2.0,40.6,Shukrawar Peth,2
9745,1775.0,3.0,110.0,Shukrawar Peth,3
9746,1200.0,2.0,37.8,Shukrawar Peth,2
9747,1760.0,3.0,145.0,Shukrawar Peth,3
9748,1448.0,2.0,68.0,Shukrawar Peth,2
9749,1340.0,2.0,61.0,Shukrawar Peth,2
9750,1850.0,4.0,139.0,Shukrawar Peth,3
9751,2200.0,4.0,195.0,Shukrawar Peth,4
9752,812.0,1.0,26.0,Shukrawar Peth,1
9753,850.0,1.0,32.0,Shukrawar Peth,2
9754,1200.0,2.0,50.0,Shukrawar Peth,2
9755,1700.0,3.0,88.0,Shukrawar Peth,3
9756,2400.0,5.0,100.0,Shukrawar Peth,5
9757,3600.0,5.0,220.0,Shukrawar Peth,4
9758,1318.0,2.0,85.28,Shukrawar Peth,3
9759,1371.0,2.0,65.0,Shukrawar Peth,3
9760,1250.0,3.0,40.0,Shukrawar Peth,3
9761,1079.0,2.0,41.0,Shukrawar Peth,2
9762,1450.0,3.0,77.41,Shukrawar Peth,3
9763,1194.0,2.0,47.0,Shukrawar Peth,2
9764,1020.0,2.0,45.0,Shukrawar Peth,2
9765,3216.0,5.0,300.0,Shukrawar Peth,4
9766,2400.0,4.0,200.0,Shukrawar Peth,3
9767,660.0,1.0,15.0,Shukrawar Peth,2
9768,883.0,2.0,40.95,Shukrawar Peth,2
9769,1070.0,2.0,45.5,Shukrawar Peth,2
9770,2155.0,3.0,125.0,Shukrawar Peth,4
9771,1100.0,2.0,70.0,Shukrawar Peth,2
9772,1085.0,2.0,41.23,Shukrawar Peth,2
9773,1679.0,3.0,92.13,Shukrawar Peth,3
9774,1310.0,2.0,68.0,Shukrawar Peth,3
9775,1766.0,3.0,130.0,Shukrawar Peth,3
